Full_Path, IsValid,X,Y,ROI,Colour_group,N_in_clust,Area,Radius,Hue,Saturation,Rmean,Gmean,Bmean,Rsd,Gsd,Bsd, Comment
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,862.05,893.15,1,0,1,569,14,40,49,159.476,142.622,112.903,16.6731,9.79045,4.21182, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,853,857.5,1,0,1,561,14,34,55,163.831,142.526,113.889,16.9285,8.73928,3.8651, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,782.724,837.31,1,0,1,484,13,36,48,160.091,141.75,116.163,16.8702,8.63322,3.96679, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1224.5,823,1,0,1,615,15,46,37,146.572,137.795,109.891,19.1216,9.99541,3.86603, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,544,813,1,0,1,615,16,26,51,161.262,134.982,114.143,17.3064,9.70051,4.34407, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1429.23,807.346,1,0,1,395,12,42,35,145.896,136.208,111.438,16.3221,8.12759,4.25274, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1347,803.5,1,0,1,914,18,44,40,151.252,140.905,111.666,20.7183,11.813,4.07158, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1862.64,796.345,1,0,1,1002,19,34,57,171.636,151.317,124.282,22.254,12.8825,4.54372, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,720,785.5,1,0,1,659,15,34,50,160.627,141.017,115.463,20.1544,11.5459,4.50673, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,975,755,1,0,1,231,10,42,28,143.186,134.762,115.433,10.3903,5.48176,3.89851, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,345.901,735.722,1,0,1,981,18,22,66,175.165,139.775,118.631,17.0192,10.1492,5.06176, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1320.5,731.5,1,0,1,798,17,44,41,151.989,141.511,113.054,21.0774,11.4521,4.28028, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1911.46,731.72,1,0,1,931,18,34,62,178.362,156.669,129.033,18.7483,12.1546,4.54198, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1178.54,725.808,1,0,1,969,18,42,45,155.83,143.078,113.013,20.742,11.1734,3.78964, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1199.25,675.25,1,0,1,635,15,42,41,153.918,142.306,115.169,18.2796,10.4441,3.78267, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1091.65,670.05,1,0,1,1005,18,38,50,161.841,145.711,117.046,20.4556,11.4829,4.15438, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,788.971,647.382,1,0,1,565,14,34,51,165.411,144.736,119.899,18.4087,9.93157,4.1777, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1892.5,638,1,0,1,189,8,34,34,157.889,145.153,128.397,15.3414,7.80435,3.9772, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,942.3,644.4,1,0,1,808,17,36,60,169.925,149.49,117.536,18.5738,10.8081,4.04239, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1456.5,609.5,1,0,1,121,7,44,22,139.289,132.975,117.041,8.15523,5.2958,3.61084, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1520.2,607.6,1,0,1,904,17,38,52,163.803,146.643,116.534,21.204,12.4631,4.3753, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,2063.5,571.5,1,0,1,637,15,30,61,185.686,164.604,143.141,18.4083,12.4047,4.90051, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 0,2354.77,549.846,1,0,1,78,5,4,25,181.295,165.897,164.872,11.0206,7.47399,6.25103, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1194.99,547.046,1,0,1,975,18,36,54,166.117,146.316,117.995,21.1087,11.6373,4.16697, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1132.9,539.7,1,0,1,744,16,36,48,161.79,144.968,119.098,20.716,11.3815,4.55786, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1462.52,504.096,1,0,1,86,6,36,27,147.047,137,120.547,8.57583,4.5306,4.16102, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,911,445,1,0,1,840,17,32,60,175.694,153.407,126.743,20.1231,12.0661,4.661, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,2080.11,438.439,1,0,1,759,16,32,75,200.227,177.61,153.726,14.6143,11.0145,5.71046, "2021-07-31 [6:22:54 PM]: no comment"
"C:\Users\MSadm\Documents\Sadman\code\misc\oi-opencv\real\real1.jpg", 1,1990.72,426.024,1,0,1,175,8,22,47,182.217,161.411,149.189,15.9065,9.36605,4.89929, "2021-07-31 [6:22:54 PM]: no comment"
